Hotel,Is_Canceled,Lead_Time,Arrival_Date_Year,Arrival_Date_Month,Arrival_Date_Week_Number,Arrival_Date_Day_of_Month,Stays_in_Weekend_Nights,Stays_in_Week_Nights,Adults,Children,Babies,Meal,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings_not_Canceled,Reserved_Room_Type,Assigned_Room_Type,Booking_Changes,Deposit_Type,Agent,Company,Days_in_Waiting_List,Customer_Type,ADR,Is Outlier?,Reservation_Status,Required_Car_Parking_Spaces,Total_of_Special_Requests,Reservation_Status_Date
Resort Hotel,0,44,2016,April,17,23,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,80.00,Non Outlier,Check-Out,0,0,2016-04-25
Resort Hotel,0,42,2016,April,17,23,1,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,3,No Deposit,250,NULL,0,Transient,99.00,Non Outlier,Check-Out,1,0,2016-04-25
Resort Hotel,0,58,2016,April,17,23,1,1,2,3,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250,NULL,0,Transient,125.00,Non Outlier,Check-Out,0,0,2016-04-25
Resort Hotel,0,42,2016,April,17,23,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,78.00,Non Outlier,Check-Out,1,0,2016-04-25
Resort Hotel,0,37,2016,April,17,22,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,85.00,Non Outlier,Check-Out,0,1,2016-04-25
Resort Hotel,0,92,2016,April,17,21,1,3,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,74.80,Non Outlier,Check-Out,0,0,2016-04-25
Resort Hotel,0,23,2016,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,81.00,Non Outlier,Check-Out,1,1,2016-04-25
Resort Hotel,0,21,2016,April,17,22,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,74.37,Non Outlier,Check-Out,0,1,2016-04-25
Resort Hotel,0,19,2016,April,17,21,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,86.00,Non Outlier,Check-Out,1,1,2016-04-25
Resort Hotel,0,27,2016,April,17,22,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,85.00,Non Outlier,Check-Out,0,1,2016-04-25
Resort Hotel,0,0,2016,April,18,24,1,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,NULL,NULL,0,Transient,110.00,Non Outlier,Check-Out,0,0,2016-04-25
Resort Hotel,0,0,2016,April,18,24,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,NULL,NULL,0,Transient,116.00,Non Outlier,Check-Out,1,0,2016-04-25
Resort Hotel,0,49,2016,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,80.00,Non Outlier,Check-Out,0,2,2016-04-25
Resort Hotel,0,39,2016,April,17,22,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,85.00,Non Outlier,Check-Out,0,1,2016-04-25
Resort Hotel,0,28,2016,April,17,23,1,1,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,136.00,Non Outlier,Check-Out,1,0,2016-04-25
Resort Hotel,0,1,2016,April,18,24,1,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,B,0,No Deposit,NULL,NULL,0,Transient,96.50,Non Outlier,Check-Out,1,0,2016-04-25
Resort Hotel,0,35,2016,April,17,22,1,2,2,1,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,2,No Deposit,NULL,369,0,Transient,81.50,Non Outlier,Check-Out,1,0,2016-04-25
Resort Hotel,0,35,2016,April,17,22,1,2,2,1,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,5,No Deposit,NULL,369,0,Transient,81.50,Non Outlier,Check-Out,1,0,2016-04-25
Resort Hotel,0,85,2016,April,17,21,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,76.00,Non Outlier,Check-Out,0,2,2016-04-25
Resort Hotel,0,9,2016,April,17,23,1,1,1,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,81.00,Non Outlier,Check-Out,0,2,2016-04-25
Resort Hotel,0,4,2016,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,95.00,Non Outlier,Check-Out,0,1,2016-04-25
Resort Hotel,0,28,2016,April,18,24,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,65.00,Non Outlier,Check-Out,0,1,2016-04-25
Resort Hotel,0,14,2016,April,17,23,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,105.00,Non Outlier,Check-Out,0,0,2016-04-25
Resort Hotel,0,9,2016,April,17,23,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient-Party,100.50,Non Outlier,Check-Out,1,1,2016-04-25
Resort Hotel,0,172,2016,April,17,18,3,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient-Party,48.80,Non Outlier,Check-Out,0,1,2016-04-25
Resort Hotel,0,172,2016,April,17,18,3,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient-Party,46.80,Non Outlier,Check-Out,0,1,2016-04-25
Resort Hotel,0,172,2016,April,17,18,3,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,41.40,Non Outlier,Check-Out,0,0,2016-04-25
Resort Hotel,0,172,2016,April,17,18,3,5,1,0,0,HB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient-Party,48.80,Non Outlier,Check-Out,0,1,2016-04-25
Resort Hotel,0,172,2016,April,17,18,3,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,68.42,Non Outlier,Check-Out,0,1,2016-04-25
Resort Hotel,1,27,2016,April,18,26,0,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,87.00,Non Outlier,Canceled,0,1,2016-04-25
Resort Hotel,1,209,2016,April,18,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,79.20,Non Outlier,Canceled,0,1,2016-04-25
Resort Hotel,1,32,2016,April,18,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,NULL,0,Transient,82.50,Non Outlier,Canceled,0,1,2016-04-25
Resort Hotel,1,141,2016,May,19,5,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient,88.00,Non Outlier,Canceled,0,1,2016-04-25
Resort Hotel,1,52,2016,May,20,12,0,2,3,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,80.00,Non Outlier,Canceled,0,1,2016-04-25
Resort Hotel,1,70,2016,May,21,21,2,5,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,129.29,Non Outlier,Canceled,0,0,2016-04-25
Resort Hotel,1,28,2016,May,22,24,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,66.00,Non Outlier,Canceled,0,0,2016-04-25
Resort Hotel,1,122,2016,May,22,27,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,73.00,Non Outlier,Canceled,0,2,2016-04-25
Resort Hotel,1,225,2016,May,22,28,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,NULL,0,Transient-Party,85.00,Non Outlier,Canceled,0,0,2016-04-25
Resort Hotel,1,109,2016,July,31,24,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,193.43,Non Outlier,Canceled,0,0,2016-04-25
Resort Hotel,1,265,2016,August,32,1,1,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,240.00,Non Outlier,Canceled,0,0,2016-04-25
Resort Hotel,1,245,2016,October,45,31,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,54.00,Non Outlier,Canceled,0,1,2016-04-25
Resort Hotel,1,245,2016,October,45,31,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48.00,Non Outlier,Canceled,0,1,2016-04-26
Resort Hotel,0,52,2016,April,17,22,2,2,2,0,0,BB,PRT,Direct,Direct,1,0,1,G,G,0,No Deposit,NULL,NULL,0,Transient,124.25,Non Outlier,Check-Out,1,1,2016-04-26
Resort Hotel,0,74,2016,March,14,29,8,20,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,2,No Deposit,250,NULL,0,Transient,50.91,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,30,2016,April,17,17,4,5,2,0,0,HB,GBR,Groups,Direct,0,0,1,D,D,1,Non Refund,273,NULL,0,Transient-Party,70.05,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,98,2016,April,17,20,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,242,NULL,0,Transient,82.20,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,32,2016,April,17,19,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273,NULL,0,Transient-Party,82.24,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,32,2016,April,17,19,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273,NULL,0,Transient-Party,80.81,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,32,2016,April,17,19,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,273,NULL,0,Transient-Party,38.22,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,32,2016,April,17,19,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,273,NULL,0,Transient-Party,69.36,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,32,2016,April,17,19,2,5,1,0,0,HB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,273,NULL,0,Transient-Party,44.36,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,32,2016,April,17,19,2,5,1,0,0,HB,GBR,Groups,Direct,0,0,0,A,C,0,No Deposit,273,NULL,0,Transient-Party,44.36,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,32,2016,April,17,19,2,5,1,0,0,HB,GBR,Groups,Direct,0,0,0,A,C,0,No Deposit,273,NULL,0,Transient-Party,46.36,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,39,2016,April,18,24,2,0,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,68.50,Non Outlier,Check-Out,1,1,2016-04-26
Resort Hotel,0,60,2016,April,17,23,2,1,2,2,0,BB,ROU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,118.00,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,0,2016,April,18,26,0,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,0,E,I,0,No Deposit,177,NULL,0,Transient,0.00,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,160,2016,April,17,18,3,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,115,NULL,0,Transient,66.80,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,41,2016,April,17,23,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,74.67,Non Outlier,Check-Out,1,1,2016-04-26
Resort Hotel,0,15,2016,April,17,23,2,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,93.67,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,51,2016,April,17,17,4,5,1,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,65.30,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,172,2016,April,17,18,3,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,66.42,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,172,2016,April,17,18,3,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,115,NULL,0,Transient-Party,46.80,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,90,2016,April,17,19,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,NULL,0,Transient,62.05,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,36,2016,April,18,24,2,0,1,0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient,81.00,Non Outlier,Check-Out,1,1,2016-04-26
Resort Hotel,0,172,2016,April,17,18,3,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,115,NULL,0,Transient,64.80,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,172,2016,April,17,18,3,5,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,35.05,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,172,2016,April,17,18,3,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,64.80,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,190,2016,April,17,19,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115,NULL,0,Transient,75.60,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,172,2016,April,17,18,3,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,66.80,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,42,2016,April,17,18,3,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,90.49,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,172,2016,April,17,18,3,5,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115,NULL,0,Transient,75.60,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,0,2016,April,18,25,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,50.00,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,33,2016,April,17,23,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,75.00,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,0,2016,April,18,25,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,59.00,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,0,36,2016,April,18,24,2,0,1,0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient,75.00,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,1,2016,April,16,16,4,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,85.00,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,99,2016,April,17,19,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,42.19,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,1,2016,April,18,25,1,0,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,80.00,Non Outlier,Check-Out,1,1,2016-04-26
Resort Hotel,0,172,2016,April,17,18,3,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,147,NULL,0,Transient-Party,66.42,Non Outlier,Check-Out,0,1,2016-04-26
Resort Hotel,0,123,2016,April,18,24,2,0,2,0,0,SC,PRT,Direct,Direct,0,0,0,D,I,0,No Deposit,NULL,NULL,0,Transient,0.00,Non Outlier,Check-Out,1,0,2016-04-26
Resort Hotel,0,275,2016,April,16,10,6,11,2,0,0,SC,GBR,Groups,Direct,0,0,0,D,I,6,No Deposit,273,NULL,0,Transient-Party,11.53,Non Outlier,Check-Out,0,0,2016-04-26
Resort Hotel,1,12,2016,April,18,27,0,3,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385,NULL,0,Transient-Party,85.33,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,97,2016,April,18,27,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26,NULL,0,Transient,83.70,Non Outlier,No-Show,0,0,2016-04-26
Resort Hotel,1,14,2016,April,18,29,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,65.00,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,19,2016,April,18,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,75.00,Non Outlier,Canceled,0,1,2016-04-26
Resort Hotel,1,192,2016,May,20,8,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,147,NULL,0,Transient,53.87,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,124,2016,May,23,31,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,147,NULL,0,Transient,67.79,Non Outlier,Canceled,0,1,2016-04-26
Resort Hotel,1,65,2016,June,25,13,1,0,2,0,0,BB,RUS,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,107.10,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,83,2016,June,25,16,1,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,176.00,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,201,2016,June,27,30,2,8,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,142.00,Non Outlier,Canceled,0,2,2016-04-26
Resort Hotel,1,88,2016,July,30,19,0,5,2,0,0,HB,GEO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,212.00,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,149,2016,August,32,1,3,6,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,176.44,Non Outlier,Canceled,0,2,2016-04-26
Resort Hotel,1,155,2016,August,32,6,2,2,2,0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,182.00,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,168,2016,August,34,16,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,212.00,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,165,2016,August,34,18,0,3,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,237.00,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,165,2016,August,34,18,0,3,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,222.00,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,145,2016,August,35,26,2,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,249.50,Non Outlier,Canceled,0,0,2016-04-26
Resort Hotel,1,224,2016,October,43,17,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,62.29,Non Outlier,Canceled,0,0,2016-04-27
Resort Hotel,1,208,2016,October,44,28,2,7,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,43.00,Non Outlier,Canceled,0,0,2016-04-27
Resort Hotel,0,87,2016,April,17,22,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,2,E,E,1,No Deposit,250,NULL,0,Transient,80.80,Non Outlier,Check-Out,1,2,2016-04-27
Resort Hotel,0,0,2016,April,18,26,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,47,NULL,0,Transient,42.00,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,0,2016,April,18,26,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,NULL,401,0,Transient,45.00,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,1,2016,April,18,26,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,NULL,NULL,0,Transient,56.00,Non Outlier,Check-Out,1,1,2016-04-27
Resort Hotel,0,38,2016,April,17,20,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,83.00,Non Outlier,Check-Out,0,1,2016-04-27
Resort Hotel,0,13,2016,April,18,26,0,1,1,0,0,BB,NULL,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,291,0,Transient,42.00,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,0,2016,April,18,26,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,79.00,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,0,2016,April,18,26,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,59.00,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,6,2016,April,18,25,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,77.00,Non Outlier,Check-Out,0,1,2016-04-27
Resort Hotel,0,0,2016,April,18,26,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,74.00,Non Outlier,Check-Out,1,1,2016-04-27
Resort Hotel,0,7,2016,April,18,25,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,65.00,Non Outlier,Check-Out,0,1,2016-04-27
Resort Hotel,0,6,2016,April,18,26,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,77.00,Non Outlier,Check-Out,0,1,2016-04-27
Resort Hotel,0,63,2016,April,17,19,2,6,3,0,0,BB,IRL,Direct,Direct,0,0,0,G,G,1,No Deposit,NULL,NULL,0,Transient,128.00,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,100,2016,April,17,22,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,26,NULL,0,Transient,49.59,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,6,2016,April,18,26,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient-Party,64.00,Non Outlier,Check-Out,1,0,2016-04-27
Resort Hotel,0,29,2016,April,17,20,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,54.86,Non Outlier,Check-Out,0,1,2016-04-27
Resort Hotel,0,37,2016,April,17,23,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,61.50,Non Outlier,Check-Out,0,1,2016-04-27
Resort Hotel,0,13,2016,April,18,25,1,1,1,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,89.00,Non Outlier,Check-Out,1,1,2016-04-27
Resort Hotel,0,9,2016,April,18,25,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,50.05,Non Outlier,Check-Out,0,1,2016-04-27
Resort Hotel,0,6,2016,April,18,26,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient-Party,64.00,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,2,2016,April,18,25,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,65.00,Non Outlier,Check-Out,0,1,2016-04-27
Resort Hotel,0,3,2016,April,18,25,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,81.00,Non Outlier,Check-Out,1,1,2016-04-27
Resort Hotel,0,47,2016,April,18,26,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,F,F,1,No Deposit,NULL,NULL,0,Transient,0.00,Non Outlier,Check-Out,1,1,2016-04-27
Resort Hotel,0,215,2016,April,17,18,3,7,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient-Party,62.05,Non Outlier,Check-Out,0,2,2016-04-27
Resort Hotel,0,168,2016,April,17,21,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Transient,58.95,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,7,2016,April,18,26,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248,NULL,0,Transient,30.00,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,189,2016,April,18,26,0,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248,NULL,0,Transient,46.00,Non Outlier,Check-Out,0,0,2016-04-27
Resort Hotel,0,189,2016,April,18,26,0,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248,NULL,0,Transient-Party,46.00,Non Outlier,Check-Out,0,0,2016-04-27
